case_id,dice,iou,sensitivity,specificity,precision,area_error,boundary_distance_proxy,mean_probability_inside_pred,empty_prediction
tensor(1331),0.864273979527646,0.760988093914317,0.9498611111113432,0.933650990099092,0.792835613263031,0.19805555555463863,11.74075171415065,0.9403225779533386,False
tensor(491),0.9364300100708935,0.8804592259453135,0.9849066596056546,0.9905532067435021,0.8925014997013496,0.10353501919629902,2.8954616893630787,0.9525129199028015,False
tensor(681),0.977023117046968,0.9550783926090645,0.961230841968478,0.9936674542004074,0.9933429694021023,0.032327331468357576,3.060540434129253,0.9546863436698914,False
tensor(1429),0.8544946299859572,0.7459542769137951,0.7781350482374562,0.9983682652937139,0.9474714518777334,0.17872454447538252,4.573685365913739,0.9049314260482788,False
tensor(991),0.873291485269127,0.7750819966762139,0.7912576827823536,0.9943546986277645,0.9743024963290732,0.1878726722310436,8.832471785250302,0.9565569162368774,False
tensor(408),0.8854923578053802,0.7945143884902353,0.8058272105406342,0.9966007379181073,0.9826371725161726,0.1799341271842922,10.796386968840881,0.8945610523223877,False
tensor(593),0.904902814041747,0.8263219243422028,0.952951240376965,0.9866903000520217,0.861467079100072,0.10619577172056464,5.706495993124626,0.9500933885574341,False
tensor(371),0.9401858304299066,0.8871232876718513,0.9936782667403568,0.9772724633305337,0.892158483496489,0.11379119867357888,4.443440650412508,0.943061888217926,False
tensor(152),5.068423720197321e-12,5.068423720197321e-12,8.067769261734023e-12,0.918504527526339,1.3633265166821632e-11,0.40822912464374156,77.45957538600743,0.9053086042404175,False
tensor(440),0.4269711100421988,0.2714324655903541,0.3515135469124392,0.9632915701281849,0.5436800436862724,0.35345512311046284,13.858432943169,0.8208054304122925,False
tensor(1041),0.9587046737874261,0.9206846988112692,0.975494946698161,0.984021008039063,0.9424826110221933,0.03502699709245915,2.9780373617010367,0.9554036259651184,False
tensor(852),0.8943882014751456,0.8089531991871527,0.9170831731390677,0.9759660806046778,0.8727893645574291,0.050749711649040435,12.138627016331625,0.9208489656448364,False
tensor(487),0.7771267675622097,0.6354924999165832,0.644571899578787,0.9943233764993323,0.9783152627190455,0.3411409142413671,16.589884820051513,0.9322236180305481,False
tensor(608),0.8839474798818158,0.7920303605326248,0.9838925119825261,0.9656195287322097,0.8024351169509617,0.2261334171428763,7.289533731635917,0.9294913411140442,False
tensor(865),0.9445421197717772,0.8949121868963316,0.9700401248329468,0.9764536701263268,0.9203502389919194,0.05399019170729384,5.204033871803857,0.9556411504745483,False
tensor(825),0.91390646321823,0.84146202170279,0.977639174573833,0.9720711333005393,0.8579747277711642,0.1394731603733032,6.296788353801175,0.9271804690361023,False
tensor(330),0.756462161322357,0.6083145504682155,0.9995884773662637,0.967951609596096,0.6084669338726394,0.6427983538962387,9.555755018530945,0.9252997040748596,False
tensor(34),0.48491069595631686,0.3200542005431571,0.5011271116782,0.6702425301042304,0.4697109050698011,0.06688413291943966,26.06477463678511,0.902995765209198,False
tensor(181),0.9594542974080233,0.9220683868265048,0.9741799645391501,0.9879078148710311,0.9451671863243459,0.03069592198564552,2.7097269958528756,0.9543759226799011,False
tensor(621),0.31465265617879007,0.18669899552522692,0.43928280363168026,0.9835924604390661,0.24511141431354655,0.7921760390552424,28.90564687961758,0.8191387057304382,False
tensor(324),0.9493654659660317,0.903611517814038,0.9125634580318766,0.9975520941165038,0.9892605257534235,0.07752969589394484,3.5565509090372966,0.9651057124137878,False
tensor(422),0.7920538289043246,0.6557029177810159,0.9782350613384158,0.9875541938261717,0.6654104979901639,0.4701226750902207,7.993598903981838,0.8913165330886841,False
tensor(42),0.7751614469972204,0.6328682625947044,0.8108535300323241,0.9014480139263841,0.7424790654407717,0.09208941743153662,16.078852671033324,0.9285179972648621,False
tensor(768),0.8795594504977512,0.7850121551644381,0.8438813771171237,0.984433595131979,0.9183875355513887,0.08112714464219334,12.46473505704493,0.9358760714530945,False
